longitude,latitude,2014,2015,2016,2017,2018,2019,2020,2021,2022
121.1875024,13.99166618,0.899831057,1.107947826,1.259983301,2.22860384,2.76799345,2.347762823,2.485011816,2.310533762,2.701315641
121.1916691,13.99166618,0.718976498,0.891401052,0.920061469,1.699087739,1.743795395,1.652795076,1.790911794,1.849582195,1.905916214
121.1958357,13.99166618,0.63983506,1.039600492,0.878883064,3.80082798,2.878453016,2.390375614,2.424978495,2.386983633,2.75833559
121.2000024,13.99166618,0.549167156,0.726120651,0.907673776,5.888494492,4.259187698,3.38568902,3.12304616,3.534108162,4.176001072
121.1291691,13.98749951,0.339602381,0.403647095,0.396186411,0.60246253,0.708815634,0.723460019,0.78121525,1.001857758,1.020624042
121.1333357,13.98749951,0.404357612,0.457194746,0.55990088,0.694360197,0.788555205,0.759159267,0.81711334,1.049803615,1.100100517
121.1375024,13.98749951,0.708962321,0.819048524,1.154831171,1.473093748,1.481823087,1.312405109,1.230063677,1.469337702,1.539250016
121.1416691,13.98749951,0.729062676,0.906065106,1.28188777,1.598373771,1.66974175,1.638966918,1.617489696,1.974548936,2.046291113
121.1458357,13.98749951,0.534512222,0.673668861,0.888297081,1.190973878,1.258798599,1.456904531,1.641588569,2.15683794,2.018838167
121.1500024,13.98749951,0.712873578,1.114532351,1.098957062,1.306343913,1.457939148,1.683601975,2.023000002,2.298378706,2.262458801
121.1541691,13.98749951,1.095972776,1.593887329,1.488120556,1.556414843,1.615133524,1.782585025,1.912544608,2.421306372,2.676280975
121.1583357,13.98749951,2.134464741,2.289381742,1.896881104,2.102622032,2.350430727,2.302402496,1.966071725,2.389266491,2.785404444
121.1625024,13.98749951,4.924398422,4.831037045,5.539905071,4.059900284,5.40054369,5.002354145,3.212816,3.33016324,4.581474304
121.1666691,13.98749951,8.183353424,7.369535446,7.470731258,7.108760357,7.868656635,7.447413921,5.1619277,6.111022472,8.646739006
121.1708357,13.98749951,5.768188477,5.313899994,5.453053951,4.992475986,6.350319386,6.019440174,4.427461624,5.375287056,8.942331314
121.1750024,13.98749951,3.156209707,3.333363295,3.097012281,3.260503769,3.507788897,3.631889343,3.083400965,3.211196661,3.743972301
121.1791691,13.98749951,1.507055521,2.032458305,2.066876173,3.033731222,3.272968531,3.19389081,2.461211205,2.583516836,2.779798746
121.1833357,13.98749951,0.924728692,1.201954007,1.186097026,3.057589769,3.409310341,2.856616497,2.530124664,2.400724173,2.564581394
121.1875024,13.98749951,0.62736094,0.750598431,0.84148258,2.322512388,2.513539553,2.071568966,1.90696764,1.962370396,2.263126135
121.1916691,13.98749951,0.53864032,0.644839048,0.656760454,1.318487763,1.396839142,1.223513365,1.334039807,1.391210318,1.586628556
121.1958357,13.98749951,0.511302352,0.615532935,0.60966754,1.196312785,1.265016675,1.277771354,1.240389585,1.46442616,1.514326096
121.2000024,13.98749951,0.535133004,0.643608749,0.67941308,1.228387237,1.257863045,1.312127709,1.298423409,1.588256836,1.586675525
121.2041691,13.98749951,0.566043675,0.697179914,1.022511363,1.218833208,1.2200495,1.22851181,1.301067829,1.656704187,1.711526394
121.2083357,13.98749951,0.634102821,0.706993163,1.231689215,1.346901774,1.424158096,1.358104944,1.50818944,1.849229455,2.117801905
121.2375024,13.98749951,0.215446889,0.238687873,0.240529001,0.563453972,0.563851774,0.535291195,0.67741704,0.712750733,0.789338827
121.2416691,13.98749951,0.194777951,0.238347217,0.238673031,0.5283373,0.546286166,0.505821347,0.62618953,0.637105167,0.736637294
121.1291691,13.98333285,0.313549161,0.399706632,0.389324844,0.584198058,0.711825907,0.730998397,0.739626408,0.977268577,1.027581692
121.1333357,13.98333285,0.342890024,0.444138557,0.487869561,0.651182294,0.749113023,0.738437355,0.797404766,1.00767684,1.102146029
121.1375024,13.98333285,0.634960651,0.748905003,0.971385717,1.058617592,1.294359803,1.261753917,1.150458455,1.33769393,1.369182825
121.1416691,13.98333285,0.786915302,0.972388864,1.478841066,1.431486011,1.759576201,1.933689713,1.916115165,1.995267153,1.993246078
121.1458357,13.98333285,0.64858228,0.79813242,1.14589572,1.304511189,1.441414356,1.993008494,2.430022717,2.639275789,2.623472691
121.1500024,13.98333285,0.932325006,1.181133509,1.109939814,1.463077903,1.679206967,2.242707014,2.830646276,2.860429049,3.169375658
121.1541691,13.98333285,1.16453433,1.582509041,1.472627282,1.623463511,1.86824894,2.280395746,2.51652956,2.859138966,3.306067944
121.1583357,13.98333285,2.361091375,2.808968067,2.457895756,2.383152246,2.836332321,3.051338911,2.285092831,2.763929367,3.404691219
121.1625024,13.98333285,6.191485882,5.991723537,7.657997608,6.177959919,6.451676846,7.126565933,4.053406715,4.140814304,5.314253807
121.1666691,13.98333285,9.871282578,9.046570778,9.708063126,9.174764633,9.599225044,9.803318024,6.124181747,7.166170597,9.255533218
121.1708357,13.98333285,5.468799591,5.420386791,5.880030155,5.292385101,6.214867115,5.600278854,4.291694164,5.662529945,8.162233353
121.1750024,13.98333285,2.653645039,2.922949553,2.200064898,2.50912261,2.847964287,2.859539747,2.44352293,2.752280235,3.235989332
121.1791691,13.98333285,1.173473835,1.637975216,1.666803002,2.257356167,2.529676676,2.518365383,2.054011345,2.259537697,2.374448538
121.1833357,13.98333285,0.762839258,0.982529342,1.00604105,2.081296682,1.773857951,1.901115537,1.768297076,1.837950349,1.911636353
121.1875024,13.98333285,0.656499803,0.840222836,0.787044704,1.694546223,1.493363261,1.50011456,1.507835984,1.594280839,1.722653031
121.1916691,13.98333285,0.564871788,0.697352052,0.710089982,1.194386601,1.229275465,1.118739128,1.175305843,1.357688069,1.480065823
121.1958357,13.98333285,0.607653797,0.708109438,0.74265486,1.166419268,1.236502767,1.350193024,1.245755315,1.470832229,1.575321436
121.2000024,13.98333285,0.77697593,0.985593081,0.872877955,1.286452889,1.489625573,1.653342605,1.815793395,1.976843596,2.021971703
121.2041691,13.98333285,0.872766495,1.059316516,1.025006533,1.29201889,1.43277967,1.696706772,1.887133002,2.121097565,2.283884525
121.2083357,13.98333285,0.872165203,0.977081597,1.029679775,1.475754857,1.43600142,1.869314909,1.716450214,2.093860149,2.460133076
121.2125024,13.98333285,0.755355358,0.800696909,1.020661831,1.682249784,1.669892669,1.949983835,1.805339813,2.001890898,2.701804161
121.2166691,13.98333285,0.527936339,0.563626528,0.67788142,1.290860772,1.363880992,1.549879909,1.564088702,1.654700875,1.932157397
121.2333357,13.98333285,0.236115545,0.230331197,0.267378241,0.553577244,0.571891725,0.528584957,0.658324897,0.702715039,0.79919976
121.2375024,13.98333285,0.187335446,0.214091226,0.24500376,0.545519471,0.529692471,0.488313824,0.619590342,0.697063982,0.751045525
121.2416691,13.98333285,0.172697589,0.218379125,0.232957676,0.474598497,0.501327634,0.474365413,0.552327633,0.654724181,0.670615315
121.2458357,13.98333285,0.159775317,0.207618654,0.193843111,0.459915668,0.47799319,0.454340398,0.520720959,0.588814199,0.63340956
121.1208357,13.97916618,0.297124565,0.38153559,0.373396814,0.545612633,0.605439603,0.621210694,0.748915613,0.929343224,0.937382936
121.1250024,13.97916618,0.300734758,0.352553308,0.354438841,0.563856065,0.606083512,0.634848714,0.704046369,0.943389952,0.969018936
121.1291691,13.97916618,0.288661331,0.377638727,0.375931948,0.571869254,0.666287422,0.635751963,0.688242495,0.946849048,0.934115171
121.1333357,13.97916618,0.334716111,0.43788445,0.415533453,0.619921029,0.719769418,0.70605582,0.741942585,1.007930756,1.01403594
121.1375024,13.97916618,0.464695662,0.540418684,0.62582922,0.767893076,0.850077212,0.840338528,0.877880514,1.181552529,1.184754491
121.1416691,13.97916618,0.630399406,0.824308932,1.0351336,1.042764783,1.216019988,1.246667027,1.27088809,1.401385903,1.378110647
121.1458357,13.97916618,0.805573344,1.443405986,1.388480783,1.48031497,1.750007749,1.802271485,1.816421509,1.811514974,2.105240345
121.1500024,13.97916618,1.247869134,1.91827929,1.603441954,1.648996472,2.101779938,2.284967422,2.267857313,2.311406136,2.880975008
121.1541691,13.97916618,1.280358911,1.428892612,1.284712195,1.473332644,1.775610447,2.126026869,2.035497189,2.502291203,3.052491903
121.1583357,13.97916618,1.231755733,1.428540707,1.3216362,1.658908486,2.00774622,2.307717323,2.067444086,3.263875961,4.870780468
121.1625024,13.97916618,3.251769066,3.905330181,3.346456766,3.269362926,4.180150986,4.686009884,3.578238249,5.430071354,10.45499706
121.1666691,13.97916618,4.95554924,5.701369762,5.953379631,5.477511883,6.024684429,6.709775925,5.017734051,7.566864491,14.02209282
121.1708357,13.97916618,3.047219992,3.065776348,4.065481663,3.868182182,3.919736624,4.666010857,3.997546196,5.501850605,9.563621521
121.1750024,13.97916618,1.488351345,1.586504698,1.371413469,1.891740918,1.659578204,1.949034691,1.873614788,2.482130051,2.798147917
121.1791691,13.97916618,0.86639452,1.106764913,1.211821198,1.674238682,1.551547885,1.64769733,1.546632528,2.228505135,2.456182718
121.1833357,13.97916618,0.784352362,1.158332586,1.233620048,1.578122735,1.525104761,1.519239187,1.469597816,2.248978376,2.669386387
121.1875024,13.97916618,0.864052951,1.385973692,1.416512132,1.831935287,1.815801501,1.664732218,1.70420301,2.017586231,2.306625605
121.1916691,13.97916618,0.829451144,1.345432043,1.332613349,1.736720681,1.718986392,1.698984146,1.815876842,1.800383687,2.000514746
121.1958357,13.97916618,0.818619847,1.073103428,0.944378197,1.334767699,1.429368734,1.585698128,1.615832329,1.772832155,1.837107897
121.2000024,13.97916618,0.899960816,1.136394978,1.007643461,1.31599915,1.583465934,1.81447804,1.978573799,2.045746088,2.387233734
121.2041691,13.97916618,0.974220514,1.140005112,0.956784248,1.171693921,1.479330182,1.80788672,2.085523129,2.221102715,2.435774326
121.2083357,13.97916618,0.798885584,0.868647397,0.819207013,1.010136843,1.0956074,1.739110589,1.648798227,1.781623721,1.967342377
121.2125024,13.97916618,0.521901429,0.600060701,0.729940295,1.065690994,1.101354837,1.76187408,1.412372947,1.494431734,1.784504533
121.2166691,13.97916618,0.38617146,0.465135753,0.511342645,0.901531041,0.889949322,1.272785783,1.114740729,1.225736976,1.331722379
121.2208357,13.97916618,0.279162854,0.359203517,0.363461703,0.685518265,0.73252213,0.776825964,0.892981172,0.970990062,0.977754116
121.2250024,13.97916618,0.210196793,0.313479275,0.306533366,0.599495709,0.623224199,0.610119641,0.722549617,0.837619841,0.841113031
121.2291691,13.97916618,0.200108752,0.286352485,0.279636234,0.5314641,0.590354502,0.5523417,0.654497087,0.802220643,0.80024004
121.2333357,13.97916618,0.204184055,0.244132027,0.256952137,0.534554005,0.531650782,0.514985025,0.610419333,0.681531549,0.74956584
121.2375024,13.97916618,0.20321095,0.23537977,0.243755445,0.502617955,0.517794371,0.487621099,0.625971615,0.669054508,0.703792572
121.2416691,13.97916618,0.200158298,0.225160122,0.251183867,0.442749172,0.46228224,0.449993968,0.588317156,0.631219983,0.665666521
121.2458357,13.97916618,0.163527131,0.211692423,0.215142757,0.41723612,0.45834586,0.439395249,0.496172279,0.582034111,0.652421176
121.1250024,13.97499951,0.334752142,0.383701771,0.396098971,0.587891757,0.63206923,0.64674294,0.774762809,1.055820823,0.999580383
121.1291691,13.97499951,0.30735445,0.358508259,0.356240064,0.545750499,0.625173688,0.583263397,0.681750238,0.976814747,0.92364043
121.1333357,13.97499951,0.313419461,0.404569745,0.379941195,0.617509186,0.665094197,0.633974493,0.704614341,0.972000062,0.949863672
121.1375024,13.97499951,0.38656798,0.521472275,0.481728584,0.724368036,0.775642991,0.761552751,0.813042045,1.11508441,1.133500576
121.1416691,13.97499951,0.510040343,0.877028406,0.691819429,0.922057688,1.095591664,0.966123641,0.970318794,1.291770101,1.232575297
121.1458357,13.97499951,0.781672359,1.919079661,2.10655427,1.841736555,2.552196503,2.091259241,1.919193268,1.910318971,2.366508961
121.1500024,13.97499951,1.314759135,2.869570255,2.435990572,2.553313255,3.179284096,3.144346714,2.910267353,3.296038389,4.825966358
121.1541691,13.97499951,1.31562233,1.92063868,1.392609596,1.653468251,2.304319859,2.463582754,2.55518961,3.577196836,6.841659546
121.1583357,13.97499951,0.882713974,1.053252816,1.04717958,1.338383198,1.752569795,2.024814844,2.031096697,4.772610188,12.21418381
121.1625024,13.97499951,1.359990597,1.680056214,1.410150051,2.26098752,2.674008846,4.563966274,3.505517483,6.179693699,16.30355835
121.1666691,13.97499951,2.480505228,2.664058924,2.879238129,3.415913582,4.402818203,6.857456207,4.708294868,7.355646133,14.04616261
121.1708357,13.97499951,2.184794664,2.421862125,2.695649862,2.847993851,3.540398359,4.130017281,3.808067083,4.828808308,8.865627289
121.1750024,13.97499951,1.431612968,1.537192225,1.499838352,1.711666703,1.998670578,2.283503771,2.327769756,2.858433247,3.426888466
121.1791691,13.97499951,1.174474359,1.368308187,1.811708689,1.938674212,1.938423276,2.056927204,2.026299953,3.058227777,3.567158461
121.1833357,13.97499951,1.14586997,1.566776514,2.016986609,2.214880228,1.962361455,2.123861074,2.235219479,3.986966848,4.594688892
121.1875024,13.97499951,1.03281188,1.585249424,1.6812253,1.935336709,1.985990644,1.973438025,2.053710222,2.978125811,3.723972321
121.1916691,13.97499951,1.416437149,2.038478613,1.736211181,2.05564189,2.468321085,2.383863926,2.501079798,2.624484777,2.895370007
121.1958357,13.97499951,1.62526989,1.952117085,1.703578591,1.934154749,2.379417658,2.548405409,2.635458231,2.707855701,2.819222212
121.2000024,13.97499951,1.190809488,1.705355406,1.312488198,1.373712182,1.708227158,2.171761274,2.335712194,2.510854006,2.906145096
121.2041691,13.97499951,0.988992989,1.312710047,1.037669539,1.153619528,1.507292271,1.830568075,2.128780365,2.228628874,2.57556653
121.2083357,13.97499951,0.71419853,0.799009502,0.722685993,1.007736802,1.110515714,1.455910206,1.61333549,1.71030724,1.77984345
121.2125024,13.97499951,0.455647498,0.5261392,0.542457163,0.851727009,0.909928858,1.324806094,1.196936727,1.387256861,1.394404531
121.2166691,13.97499951,0.342598975,0.4273054,0.429909706,0.77755487,0.768092394,0.828665197,0.957952082,1.086538076,1.121581793
121.2208357,13.97499951,0.282081127,0.353217512,0.323976606,0.632610083,0.680825472,0.692918301,0.791036963,0.933110833,0.909031749
121.2250024,13.97499951,0.222745389,0.319583029,0.291937381,0.571530819,0.599296629,0.595666409,0.694726825,0.756152809,0.805384576
121.2291691,13.97499951,0.20066011,0.29577291,0.256832749,0.512147546,0.546765983,0.563291132,0.634054661,0.705592215,0.762941241
121.2333357,13.97499951,0.205088243,0.247727543,0.240591913,0.494249195,0.521725416,0.487136722,0.610064685,0.692199469,0.720155001
121.2375024,13.97499951,0.222554952,0.22286737,0.229998305,0.475459367,0.483952314,0.486572981,0.637587965,0.662817895,0.702054381
121.2416691,13.97499951,0.215886384,0.234244123,0.249488994,0.455050409,0.471092045,0.475164682,0.594519913,0.604034424,0.647964954
121.2458357,13.97499951,0.176762,0.225066319,0.200141519,0.40896976,0.46844992,0.434877962,0.512796044,0.577364564,0.637765467
121.1250024,13.97083285,0.400829971,0.451122165,0.437491089,0.646993876,0.735047519,0.748623312,0.85037291,1.201896548,1.096749902
121.1291691,13.97083285,0.334564328,0.409706354,0.406829536,0.602637768,0.715923727,0.685253799,0.77555126,1.113963842,1.053396702
121.1333357,13.97083285,0.311031997,0.449838638,0.424784511,0.67320168,0.795115054,0.757649064,0.869490147,1.133443594,1.129831076
121.1375024,13.97083285,0.432182431,0.602784872,0.630968571,0.768506467,0.915194154,0.9347592,1.028371692,1.345649242,1.34001255
121.1416691,13.97083285,0.640979528,0.902044535,0.874426603,1.013539314,1.184245467,1.10859561,1.11523056,1.427876592,1.494200826
121.1458357,13.97083285,0.783824086,1.710422516,1.783325791,1.723816156,1.991143823,2.072994947,1.836985111,1.814745784,2.305244207
121.1500024,13.97083285,1.036180019,2.287187576,1.916363239,2.211367846,2.793999195,3.42633462,3.567288637,3.941528559,6.160312176
121.1541691,13.97083285,1.229655623,1.733141422,1.496218681,2.08551693,2.947702646,3.775326729,4.248991966,4.948358536,12.5086689
121.1583357,13.97083285,1.320922375,1.525013447,1.736450315,2.333498001,3.068349361,4.54749918,3.787023067,7.008775711,16.11680031
121.1625024,13.97083285,2.117021322,2.646131277,2.632193804,4.718008041,4.857810497,13.57310104,6.668662548,9.744420052,16.15270615
121.1666691,13.97083285,2.829440832,3.213524818,4.087799072,6.322985172,7.24669075,14.521348,8.224757195,11.43326378,13.90446758
121.1708357,13.97083285,2.492853642,2.911384583,3.414762259,3.717379808,4.54355526,6.750511169,5.442990303,5.820043087,8.735739708
121.1750024,13.97083285,1.789907575,2.041326046,2.078709602,2.352413654,2.884424925,3.650401354,3.19319272,3.443471909,4.144986629
121.1791691,13.97083285,1.738813162,1.912901878,2.458328962,2.602262735,3.147135019,3.505664825,3.346843719,3.946238279,4.970227718
121.1833357,13.97083285,1.844488263,2.174561739,2.662893057,2.812498569,3.276260138,3.400569201,3.848285913,5.146939754,5.802107811
121.1875024,13.97083285,1.565155029,1.927489281,1.977328658,2.343879938,2.707060814,2.836771965,2.942081928,3.634374142,4.089038849
121.1916691,13.97083285,2.112607479,2.556584835,2.538944721,2.413764,3.034495831,3.120775223,2.876139164,2.979830742,3.182938814
121.1958357,13.97083285,2.325582266,2.91260767,2.804192781,2.507457256,3.30129528,3.45781827,3.400139332,3.399021864,3.303883791
121.2000024,13.97083285,1.521049619,2.163836002,1.751274586,1.738606811,2.06760931,2.747102261,2.809151649,3.113396883,3.135985136
121.2041691,13.97083285,1.160797477,1.543312192,1.414975405,1.52111125,1.783718228,2.257537842,2.201738834,2.464737177,2.799747467
121.2083357,13.97083285,0.920195282,1.082358241,0.984453201,1.357204199,1.44375515,1.655799031,1.707625747,1.997182012,2.061249971
121.2125024,13.97083285,0.522208035,0.673344553,0.652150571,0.921459198,1.044584394,1.164475203,1.218365192,1.514574289,1.59954834
121.2166691,13.97083285,0.3428334,0.44426614,0.429706365,0.750705957,0.763925612,0.84990263,0.933275223,1.105965614,1.154621363
121.2208357,13.97083285,0.271365106,0.357525587,0.347544163,0.606842637,0.639931321,0.702542841,0.778502107,0.936946511,0.97853756
121.2250024,13.97083285,0.228066146,0.330703408,0.285164207,0.548961997,0.594214618,0.583110213,0.688640833,0.763913751,0.86098671
121.2291691,13.97083285,0.234664068,0.29176569,0.271264404,0.51561743,0.533673704,0.541151226,0.637955844,0.695672452,0.799080968
121.2333357,13.97083285,0.210983321,0.276204944,0.25506416,0.495286435,0.525086224,0.511226058,0.603201985,0.695159614,0.736076474
121.2375024,13.97083285,0.204494879,0.242543697,0.22505185,0.463661194,0.497928023,0.462569356,0.583210647,0.665098906,0.710066259
